q,n_patterns,dim,temperature,alpha,schedule,R,update_method,learning_rule,avg_overlap,std_overlap,interference,energy_diff
0.75,10,"(28, 28)",0.14379126437305123,1e-06,classic,4,montecarlo,local,0.6811224489795918,0.056836826292382125,0.6093537414965984,1.4897959183673493
0.75,10,"(28, 28)",0.14379126437305123,1e-06,logarithmic,4,montecarlo,local,0.6977040816326531,0.06965033225936591,0.6093537414965984,1.2040816326530717
0.75,10,"(28, 28)",0.14379126437305123,1.778279410038923e-06,exponential,4,montecarlo,local,0.6706632653061225,0.05699061808553168,0.6093537414965984,-4.494897959183675
0.75,10,"(28, 28)",0.14379126437305123,1.778279410038923e-06,classic,4,montecarlo,local,0.6693877551020408,0.06085346763427184,0.6093537414965984,-2.5765306122448948
0.75,10,"(28, 28)",0.14379126437305123,1.778279410038923e-06,logarithmic,4,montecarlo,local,0.673469387755102,0.05915947781274824,0.6093537414965984,-4.918367346938766
0.75,10,"(28, 28)",0.14379126437305123,3.162277660168379e-06,exponential,4,montecarlo,local,0.6688775510204081,0.06845866578661024,0.6093537414965984,-2.2857142857142776
0.75,10,"(28, 28)",0.14379126437305123,3.162277660168379e-06,classic,4,montecarlo,local,0.6653061224489797,0.07702054064857798,0.6093537414965984,-2.357142857142861
0.75,10,"(28, 28)",0.14379126437305123,3.162277660168379e-06,logarithmic,4,montecarlo,local,0.6683673469387755,0.08116094581363889,0.6093537414965984,-3.0051020408163254
0.75,10,"(28, 28)",0.14379126437305123,5.623413251903491e-06,exponential,4,montecarlo,local,0.659438775510204,0.06124840094301077,0.6093537414965984,-3.341836734693885
0.75,10,"(28, 28)",0.14379126437305123,5.623413251903491e-06,classic,4,montecarlo,local,0.6778061224489796,0.06803194073693,0.6093537414965984,-6.693877551020421
0.75,10,"(28, 28)",0.14379126437305123,5.623413251903491e-06,logarithmic,4,montecarlo,local,0.6637755102040817,0.08418985753414814,0.6093537414965984,-3.234693877551024
0.75,10,"(28, 28)",0.14379126437305123,1e-05,exponential,4,montecarlo,local,0.6706632653061224,0.06595707541715551,0.6093537414965984,-5.239795918367349
0.75,10,"(28, 28)",0.14379126437305123,1e-05,classic,4,montecarlo,local,0.6785714285714286,0.059978824529328956,0.6093537414965984,-2.198979591836732
0.75,10,"(28, 28)",0.14379126437305123,1e-05,logarithmic,4,montecarlo,local,0.6691326530612246,0.07507155062640392,0.6093537414965984,-3.4897959183673493
0.75,10,"(28, 28)",0.14379126437305123,1.778279410038923e-05,exponential,4,montecarlo,local,0.6443877551020407,0.060413420207002605,0.6093537414965984,-2.428571428571445
0.75,10,"(28, 28)",0.14379126437305123,1.778279410038923e-05,classic,4,montecarlo,local,0.6880102040816327,0.07496745441295076,0.6093537414965984,-2.290816326530603
0.75,10,"(28, 28)",0.14379126437305123,1.778279410038923e-05,logarithmic,4,montecarlo,local,0.6681122448979593,0.04596723590061937,0.6093537414965984,0.9540816326530432
0.75,10,"(28, 28)",0.14379126437305123,3.1622776601683795e-05,exponential,4,montecarlo,local,0.6686224489795918,0.08497195864970991,0.6093537414965984,-5.58163265306122
0.75,10,"(28, 28)",0.14379126437305123,3.1622776601683795e-05,classic,4,montecarlo,local,0.6688775510204081,0.07766003347711617,0.6093537414965984,-4.494897959183675
0.75,10,"(28, 28)",0.14379126437305123,3.1622776601683795e-05,logarithmic,4,montecarlo,local,0.6561224489795918,0.07480016414711148,0.6093537414965984,-7.178571428571431
0.75,10,"(28, 28)",0.14379126437305123,5.623413251903491e-05,exponential,4,montecarlo,local,0.6596938775510204,0.06100300072504132,0.6093537414965984,-2.8724489795918373
0.75,10,"(28, 28)",0.14379126437305123,5.623413251903491e-05,classic,4,montecarlo,local,0.6808673469387754,0.06256452312894548,0.6093537414965984,-3.6224489795918373
0.75,10,"(28, 28)",0.14379126437305123,5.623413251903491e-05,logarithmic,4,montecarlo,local,0.6693877551020408,0.050303638635540174,0.6093537414965984,-1.0051020408163254
0.75,10,"(28, 28)",0.14379126437305123,0.0001,exponential,4,montecarlo,local,0.6971938775510205,0.08007969596047967,0.6093537414965984,-1.632653061224488
0.75,10,"(28, 28)",0.14379126437305123,0.0001,classic,4,montecarlo,local,0.6650510204081632,0.0876753464103788,0.6093537414965984,-6.316326530612258
0.75,10,"(28, 28)",0.14379126437305123,0.0001,logarithmic,4,montecarlo,local,0.6676020408163266,0.0791807311940211,0.6093537414965984,-3.632653061224488
0.75,10,"(28, 28)",0.14379126437305123,0.00017782794100389227,exponential,4,montecarlo,local,0.6729591836734694,0.06698845530778504,0.6093537414965984,-2.826530612244909
0.75,10,"(28, 28)",0.14379126437305123,0.00017782794100389227,classic,4,montecarlo,local,0.6660714285714286,0.06575944781621025,0.6093537414965984,-1.4030612244898037
0.75,10,"(28, 28)",0.14379126437305123,0.00017782794100389227,logarithmic,4,montecarlo,local,0.6589285714285715,0.053083909005008076,0.6093537414965984,-3.8061224489796075
0.75,10,"(28, 28)",0.14379126437305123,0.00031622776601683794,exponential,4,montecarlo,local,0.6676020408163266,0.09373776471595742,0.6093537414965984,-2.06632653061223
0.75,10,"(28, 28)",0.14379126437305123,0.00031622776601683794,classic,4,montecarlo,local,0.6765306122448979,0.06581237134136975,0.6093537414965984,-6.16326530612244
0.75,10,"(28, 28)",0.14379126437305123,0.00031622776601683794,logarithmic,4,montecarlo,local,0.6668367346938775,0.03782398569969517,0.6093537414965984,-3.474489795918373
0.75,10,"(28, 28)",0.14379126437305123,0.0005623413251903491,exponential,4,montecarlo,local,0.6566326530612244,0.04456918118726725,0.6093537414965984,-4.209183673469383
0.75,10,"(28, 28)",0.14379126437305123,0.0005623413251903491,classic,4,montecarlo,local,0.6681122448979592,0.0662327633899748,0.6093537414965984,-3.9642857142857224
0.75,10,"(28, 28)",0.14379126437305123,0.0005623413251903491,logarithmic,4,montecarlo,local,0.6540816326530612,0.06316235863646517,0.6093537414965984,-2.0153061224489903
0.75,10,"(28, 28)",0.14379126437305123,0.001,exponential,4,montecarlo,local,0.6846938775510205,0.06350145197026885,0.6093537414965984,-3.1479591836734784
0.75,10,"(28, 28)",0.14379126437305123,0.001,classic,4,montecarlo,local,0.674234693877551,0.0634281355867147,0.6093537414965984,-1.551020408163268
0.75,10,"(28, 28)",0.14379126437305123,0.001,logarithmic,4,montecarlo,local,0.6885204081632653,0.06509302365420185,0.6093537414965984,-3.4693877551020478
0.75,10,"(28, 28)",0.14379126437305123,0.0017782794100389228,exponential,4,montecarlo,local,0.6875,0.08862180277747791,0.6093537414965984,-2.5102040816326507
0.75,10,"(28, 28)",0.14379126437305123,0.0017782794100389228,classic,4,montecarlo,local,0.6709183673469388,0.0750364342989671,0.6093537414965984,-5.443877551020407
0.75,10,"(28, 28)",0.14379126437305123,0.0017782794100389228,logarithmic,4,montecarlo,local,0.6729591836734694,0.049686648260978974,0.6093537414965984,-2.632653061224488
0.75,10,"(28, 28)",0.14379126437305123,0.0031622776601683794,exponential,4,montecarlo,local,0.6635204081632653,0.07335636502067308,0.6093537414965984,-8.887755102040813
0.75,10,"(28, 28)",0.14379126437305123,0.0031622776601683794,classic,4,montecarlo,local,0.6793367346938776,0.07713241277423419,0.6093537414965984,-8.469387755102048
0.75,10,"(28, 28)",0.14379126437305123,0.0031622776601683794,logarithmic,4,montecarlo,local,0.6609693877551022,0.06114418628156719,0.6093537414965984,-3.2295918367346985
0.75,10,"(28, 28)",0.14379126437305123,0.005623413251903491,exponential,4,montecarlo,local,0.7033163265306123,0.06548772978978257,0.6093537414965984,-11.97959183673467
0.75,10,"(28, 28)",0.14379126437305123,0.005623413251903491,classic,4,montecarlo,local,0.7053571428571428,0.1096834949998643,0.6093537414965984,-10.413265306122469
0.75,10,"(28, 28)",0.14379126437305123,0.005623413251903491,logarithmic,4,montecarlo,local,0.6609693877551021,0.05930724695901471,0.6093537414965984,-1.4540816326530575
0.75,10,"(28, 28)",0.14379126437305123,0.01,exponential,4,montecarlo,local,0.7209183673469387,0.08580837886951896,0.6093537414965984,-13.382653061224488
0.75,10,"(28, 28)",0.14379126437305123,0.01,classic,4,montecarlo,local,0.7290816326530611,0.05581781888091897,0.6093537414965984,-12.479591836734699
0.75,10,"(28, 28)",0.14379126437305123,0.01,logarithmic,4,montecarlo,local,0.6760204081632654,0.08105664125810409,0.6093537414965984,-3.3469387755102105
0.75,10,"(28, 28)",0.14379126437305123,0.01778279410038923,exponential,4,montecarlo,local,0.7012755102040817,0.10720023973581827,0.6093537414965984,-12.770408163265301
0.75,10,"(28, 28)",0.14379126437305123,0.01778279410038923,classic,4,montecarlo,local,0.7176020408163264,0.05748632653459702,0.6093537414965984,-13.224489795918345
0.75,10,"(28, 28)",0.14379126437305123,0.01778279410038923,logarithmic,4,montecarlo,local,0.6732142857142858,0.045882213658407466,0.6093537414965984,-4.030612244897966
0.75,10,"(28, 28)",0.14379126437305123,0.03162277660168379,exponential,4,montecarlo,local,0.7035714285714285,0.06838257521537351,0.6093537414965984,-14.270408163265273
0.75,10,"(28, 28)",0.14379126437305123,0.03162277660168379,classic,4,montecarlo,local,0.7150510204081633,0.0878162607245766,0.6093537414965984,-12.448979591836746
0.75,10,"(28, 28)",0.14379126437305123,0.03162277660168379,logarithmic,4,montecarlo,local,0.6892857142857143,0.07911289704572255,0.6093537414965984,-5.9438775510203925
0.75,10,"(28, 28)",0.14379126437305123,0.05623413251903491,exponential,4,montecarlo,local,0.7295918367346939,0.08337583949949108,0.6093537414965984,-14.158163265306115
0.75,10,"(28, 28)",0.14379126437305123,0.05623413251903491,classic,4,montecarlo,local,0.7433673469387755,0.08683367701276301,0.6093537414965984,-14.255102040816297
0.75,10,"(28, 28)",0.14379126437305123,0.05623413251903491,logarithmic,4,montecarlo,local,0.6982142857142857,0.10455480927456494,0.6093537414965984,-7.908163265306115
0.75,10,"(28, 28)",0.14379126437305123,0.1,exponential,4,montecarlo,local,0.739795918367347,0.09322225818480559,0.6093537414965984,-12.724489795918402
0.75,10,"(28, 28)",0.14379126437305123,0.1,classic,4,montecarlo,local,0.7290816326530613,0.094227663461601,0.6093537414965984,-14.137755102040813
0.75,10,"(28, 28)",0.14379126437305123,0.1,logarithmic,4,montecarlo,local,0.7127551020408164,0.07012476238135902,0.6093537414965984,-12.331632653061234
0.75,10,"(28, 28)",0.2050483376247799,1e-07,exponential,4,montecarlo,local,0.6349489795918368,0.05255906912803119,0.6093537414965984,11.887755102040813
0.75,10,"(28, 28)",0.2050483376247799,1e-07,classic,4,montecarlo,local,0.6160714285714286,0.06294613780095364,0.6093537414965984,16.92346938775509
0.75,10,"(28, 28)",0.2050483376247799,1e-07,logarithmic,4,montecarlo,local,0.621938775510204,0.04453412414367752,0.6093537414965984,17.75
0.75,10,"(28, 28)",0.2050483376247799,1.7782794100389227e-07,exponential,4,montecarlo,local,0.6267857142857143,0.0609373581652361,0.6093537414965984,15.015306122448976
0.75,10,"(28, 28)",0.2050483376247799,1.7782794100389227e-07,classic,4,montecarlo,local,0.6336734693877553,0.048579359668031195,0.6093537414965984,14.709183673469369
0.75,10,"(28, 28)",0.2050483376247799,1.7782794100389227e-07,logarithmic,4,montecarlo,local,0.636734693877551,0.032090173864319164,0.6093537414965984,9.147959183673464
0.75,10,"(28, 28)",0.2050483376247799,3.162277660168379e-07,exponential,4,montecarlo,local,0.636734693877551,0.054668075698937314,0.6093537414965984,17.285714285714278
0.75,10,"(28, 28)",0.2050483376247799,3.162277660168379e-07,classic,4,montecarlo,local,0.6303571428571428,0.046516092659439276,0.6093537414965984,21.454081632653057
0.75,10,"(28, 28)",0.2050483376247799,3.162277660168379e-07,logarithmic,4,montecarlo,local,0.6321428571428572,0.047885853621846164,0.6093537414965984,9.693877551020421
0.75,10,"(28, 28)",0.2050483376247799,5.62341325190349e-07,exponential,4,montecarlo,local,0.6158163265306124,0.04801343002456565,0.6093537414965984,12.964285714285722
0.75,10,"(28, 28)",0.2050483376247799,5.62341325190349e-07,classic,4,montecarlo,local,0.6497448979591837,0.039339513917544,0.6093537414965984,8.372448979591837
0.75,10,"(28, 28)",0.2050483376247799,5.62341325190349e-07,logarithmic,4,montecarlo,local,0.6517857142857143,0.03706010208000997,0.6093537414965984,12.33163265306122
0.75,10,"(28, 28)",0.2050483376247799,1e-06,exponential,4,montecarlo,local,0.6339285714285714,0.055448762703037766,0.6093537414965984,14.08163265306122
0.75,10,"(28, 28)",0.2050483376247799,1e-06,classic,4,montecarlo,local,0.6288265306122449,0.046443286522098774,0.6093537414965984,12.545918367346943
0.75,10,"(28, 28)",0.2050483376247799,1e-06,logarithmic,4,montecarlo,local,0.6119897959183673,0.03936266648364971,0.6093537414965984,14.132653061224488
0.75,10,"(28, 28)",0.2050483376247799,1.778279410038923e-06,exponential,4,montecarlo,local,0.6344387755102041,0.05503408981016056,0.6093537414965984,17.408163265306115
0.75,10,"(28, 28)",0.2050483376247799,1.778279410038923e-06,classic,4,montecarlo,local,0.6278061224489795,0.05197387150723167,0.6093537414965984,14.357142857142847
0.75,10,"(28, 28)",0.2050483376247799,1.778279410038923e-06,logarithmic,4,montecarlo,local,0.6247448979591836,0.057298099073480616,0.6093537414965984,16.92857142857143
0.75,10,"(28, 28)",0.2050483376247799,3.162277660168379e-06,exponential,4,montecarlo,local,0.6344387755102041,0.06254995920796391,0.6093537414965984,13.173469387755091
0.75,10,"(28, 28)",0.2050483376247799,3.162277660168379e-06,classic,4,montecarlo,local,0.650765306122449,0.05499150383054056,0.6093537414965984,10.964285714285708
0.75,10,"(28, 28)",0.2050483376247799,3.162277660168379e-06,logarithmic,4,montecarlo,local,0.6147959183673469,0.04506000442004002,0.6093537414965984,16.096938775510196
0.75,10,"(28, 28)",0.2050483376247799,5.623413251903491e-06,exponential,4,montecarlo,local,0.6165816326530612,0.05354773528531114,0.6093537414965984,10.617346938775512
0.75,10,"(28, 28)",0.2050483376247799,5.623413251903491e-06,classic,4,montecarlo,local,0.6260204081632653,0.04113713213326783,0.6093537414965984,16.494897959183675
0.75,10,"(28, 28)",0.2050483376247799,5.623413251903491e-06,logarithmic,4,montecarlo,local,0.6454081632653061,0.050969362219355836,0.6093537414965984,16.98979591836735
0.75,10,"(28, 28)",0.2050483376247799,1e-05,exponential,4,montecarlo,local,0.6283163265306122,0.04453777720655382,0.6093537414965984,5.602040816326522
0.75,10,"(28, 28)",0.2050483376247799,1e-05,classic,4,montecarlo,local,0.6316326530612244,0.06031639471890472,0.6093537414965984,5.24489795918366
0.75,10,"(28, 28)",0.2050483376247799,1e-05,logarithmic,4,montecarlo,local,0.636734693877551,0.07129360426547986,0.6093537414965984,20.40306122448979
0.75,10,"(28, 28)",0.2050483376247799,1.778279410038923e-05,exponential,4,montecarlo,local,0.6293367346938775,0.046201648859657635,0.6093537414965984,11.826530612244895
0.75,10,"(28, 28)",0.2050483376247799,1.778279410038923e-05,classic,4,montecarlo,local,0.6540816326530613,0.05297530327600312,0.6093537414965984,16.025510204081627
0.75,10,"(28, 28)",0.2050483376247799,1.778279410038923e-05,logarithmic,4,montecarlo,local,0.6214285714285714,0.04043508173688685,0.6093537414965984,18.025510204081627
0.75,10,"(28, 28)",0.2050483376247799,3.1622776601683795e-05,exponential,4,montecarlo,local,0.6400510204081633,0.06440960284596943,0.6093537414965984,17.75
0.75,10,"(28, 28)",0.2050483376247799,3.1622776601683795e-05,classic,4,montecarlo,local,0.6451530612244898,0.045368734314625986,0.6093537414965984,13.33673469387756
0.75,10,"(28, 28)",0.2050483376247799,3.1622776601683795e-05,logarithmic,4,montecarlo,local,0.635969387755102,0.04737005175651852,0.6093537414965984,11.41326530612244
0.75,10,"(28, 28)",0.2050483376247799,5.623413251903491e-05,exponential,4,montecarlo,local,0.6198979591836735,0.038738569944343285,0.6093537414965984,12.704081632653072
0.75,10,"(28, 28)",0.2050483376247799,5.623413251903491e-05,classic,4,montecarlo,local,0.6295918367346939,0.038651116258201355,0.6093537414965984,12.132653061224488
0.75,10,"(28, 28)",0.2050483376247799,5.623413251903491e-05,logarithmic,4,montecarlo,local,0.639795918367347,0.0652463055135973,0.6093537414965984,16.209183673469383
0.75,10,"(28, 28)",0.2050483376247799,0.0001,exponential,4,montecarlo,local,0.6096938775510206,0.06637557056764126,0.6093537414965984,9.938775510204081
0.75,10,"(28, 28)",0.2050483376247799,0.0001,classic,4,montecarlo,local,0.6061224489795918,0.0546680756989373,0.6093537414965984,15.16326530612244
0.75,10,"(28, 28)",0.2050483376247799,0.0001,logarithmic,4,montecarlo,local,0.6352040816326532,0.060486625133784486,0.6093537414965984,9.188775510204081
0.75,10,"(28, 28)",0.2050483376247799,0.00017782794100389227,exponential,4,montecarlo,local,0.6487244897959183,0.03631151518380601,0.6093537414965984,9.709183673469397
0.75,10,"(28, 28)",0.2050483376247799,0.00017782794100389227,classic,4,montecarlo,local,0.6357142857142858,0.050414772763410734,0.6093537414965984,6.801020408163268
0.75,10,"(28, 28)",0.2050483376247799,0.00017782794100389227,logarithmic,4,montecarlo,local,0.6122448979591837,0.05484397239249198,0.6093537414965984,4.4387755102040956
0.75,10,"(28, 28)",0.2050483376247799,0.00031622776601683794,exponential,4,montecarlo,local,0.6367346938775509,0.03799564849369565,0.6093537414965984,13.255102040816325
0.75,10,"(28, 28)",0.2050483376247799,0.00031622776601683794,classic,4,montecarlo,local,0.6568877551020409,0.04864696257660933,0.6093537414965984,8.83163265306122
0.75,10,"(28, 28)",0.2050483376247799,0.00031622776601683794,logarithmic,4,montecarlo,local,0.648469387755102,0.04838607232460682,0.6093537414965984,10.367346938775512
0.75,10,"(28, 28)",0.2050483376247799,0.0005623413251903491,exponential,4,montecarlo,local,0.6418367346938775,0.055530270982758353,0.6093537414965984,7.857142857142861
0.75,10,"(28, 28)",0.2050483376247799,0.0005623413251903491,classic,4,montecarlo,local,0.6377551020408163,0.05495066129729086,0.6093537414965984,7.826530612244881
0.75,10,"(28, 28)",0.2050483376247799,0.0005623413251903491,logarithmic,4,montecarlo,local,0.6326530612244898,0.062361884043255184,0.6093537414965984,15.729591836734699
0.75,10,"(28, 28)",0.2050483376247799,0.001,exponential,4,montecarlo,local,0.633673469387755,0.06839589717607786,0.6093537414965984,6.852040816326536
0.75,10,"(28, 28)",0.2050483376247799,0.001,classic,4,montecarlo,local,0.6436224489795918,0.059892504879781705,0.6093537414965984,6.7295918367346985
0.75,10,"(28, 28)",0.2050483376247799,0.001,logarithmic,4,montecarlo,local,0.6186224489795918,0.07143084908905026,0.6093537414965984,7.744897959183675
0.75,10,"(28, 28)",0.2050483376247799,0.0017782794100389228,exponential,4,montecarlo,local,0.6540816326530613,0.0607678549474867,0.6093537414965984,4.5459183673469425
0.75,10,"(28, 28)",0.2050483376247799,0.0017782794100389228,classic,4,montecarlo,local,0.6474489795918367,0.05522001731591404,0.6093537414965984,12.51020408163265
0.75,10,"(28, 28)",0.2050483376247799,0.0017782794100389228,logarithmic,4,montecarlo,local,0.633673469387755,0.048606144342100206,0.6093537414965984,11.198979591836732
0.75,10,"(28, 28)",0.2050483376247799,0.0031622776601683794,exponential,4,montecarlo,local,0.6609693877551022,0.05983162634457691,0.6093537414965984,0.3928571428571246
0.75,10,"(28, 28)",0.2050483376247799,0.0031622776601683794,classic,4,montecarlo,local,0.6619897959183674,0.06358389581946183,0.6093537414965984,0.22448979591837315
0.75,10,"(28, 28)",0.2050483376247799,0.0031622776601683794,logarithmic,4,montecarlo,local,0.6247448979591838,0.07035869676104396,0.6093537414965984,12.882653061224474
0.75,10,"(28, 28)",0.2050483376247799,0.005623413251903491,exponential,4,montecarlo,local,0.6528061224489796,0.06099499931708305,0.6093537414965984,-8.48979591836735
0.75,10,"(28, 28)",0.2050483376247799,0.005623413251903491,classic,4,montecarlo,local,0.6816326530612244,0.05818116444958543,0.6093537414965984,-6.41326530612244
0.75,10,"(28, 28)",0.2050483376247799,0.005623413251903491,logarithmic,4,montecarlo,local,0.6372448979591837,0.053483893498947395,0.6093537414965984,16.948979591836732
0.75,10,"(28, 28)",0.2050483376247799,0.01,exponential,4,montecarlo,local,0.6823979591836734,0.06619148339453633,0.6093537414965984,-12.84693877551021
0.75,10,"(28, 28)",0.2050483376247799,0.01,classic,4,montecarlo,local,0.6864795918367347,0.08600722839453642,0.6093537414965984,-5.617346938775512
0.75,10,"(28, 28)",0.2050483376247799,0.01,logarithmic,4,montecarlo,local,0.6362244897959184,0.05391290583966546,0.6093537414965984,14.443877551020407
0.75,10,"(28, 28)",0.2050483376247799,0.01778279410038923,exponential,4,montecarlo,local,0.7124999999999999,0.06072339581797783,0.6093537414965984,-14.183673469387742
0.75,10,"(28, 28)",0.2050483376247799,0.01778279410038923,classic,4,montecarlo,local,0.6668367346938776,0.0746556024383094,0.6093537414965984,-10.387755102040813
0.75,10,"(28, 28)",0.2050483376247799,0.01778279410038923,logarithmic,4,montecarlo,local,0.6482142857142856,0.056887755102040825,0.6093537414965984,2.0102040816326507
0.75,10,"(28, 28)",0.2050483376247799,0.03162277660168379,exponential,4,montecarlo,local,0.6941326530612245,0.07563635697506729,0.6093537414965984,-14.249999999999972
0.75,10,"(28, 28)",0.2050483376247799,0.03162277660168379,classic,4,montecarlo,local,0.701530612244898,0.08051692892428639,0.6093537414965984,-12.255102040816325
0.75,10,"(28, 28)",0.2050483376247799,0.03162277660168379,logarithmic,4,montecarlo,local,0.6454081632653061,0.07959020144840226,0.6093537414965984,12.34693877551021
0.75,10,"(28, 28)",0.2050483376247799,0.05623413251903491,exponential,4,montecarlo,local,0.7091836734693878,0.09997266390217274,0.6093537414965984,-12.831632653061234
0.75,10,"(28, 28)",0.2050483376247799,0.05623413251903491,classic,4,montecarlo,local,0.7165816326530612,0.10549294504165203,0.6093537414965984,-13.98979591836735
0.75,10,"(28, 28)",0.2050483376247799,0.05623413251903491,logarithmic,4,montecarlo,local,0.6545918367346939,0.06947211258715219,0.6093537414965984,7.714285714285722
0.75,10,"(28, 28)",0.2050483376247799,0.1,exponential,4,montecarlo,local,0.6775510204081632,0.0915898040809047,0.6093537414965984,-14.244897959183675
0.75,10,"(28, 28)",0.2050483376247799,0.1,classic,4,montecarlo,local,0.7104591836734694,0.09109857824320966,0.6093537414965984,-12.765306122449005
0.75,10,"(28, 28)",0.2050483376247799,0.1,logarithmic,4,montecarlo,local,0.6727040816326529,0.06678657176606105,0.6093537414965984,-2.7551020408163254
0.75,10,"(28, 28)",0.2924017738212867,1e-07,exponential,4,montecarlo,local,0.510969387755102,0.05183093431311165,0.6093537414965984,36.816326530612244
0.75,10,"(28, 28)",0.2924017738212867,1e-07,classic,4,montecarlo,local,0.5002551020408162,0.051026147636356455,0.6093537414965984,55.19897959183672
0.75,10,"(28, 28)",0.2924017738212867,1e-07,logarithmic,4,montecarlo,local,0.5038265306122449,0.0518083292331056,0.6093537414965984,50.132653061224474
0.75,10,"(28, 28)",0.2924017738212867,1.7782794100389227e-07,exponential,4,montecarlo,local,0.5076530612244897,0.02863513306204546,0.6093537414965984,50.352040816326536
0.75,10,"(28, 28)",0.2924017738212867,1.7782794100389227e-07,classic,4,montecarlo,local,0.5056122448979592,0.03703463151828469,0.6093537414965984,42.65816326530613
0.75,10,"(28, 28)",0.2924017738212867,1.7782794100389227e-07,logarithmic,4,montecarlo,local,0.5,0.03343686199553255,0.6093537414965984,46.63775510204081
0.75,10,"(28, 28)",0.2924017738212867,3.162277660168379e-07,exponential,4,montecarlo,local,0.4908163265306123,0.0428115646853024,0.6093537414965984,48.831632653061234
0.75,10,"(28, 28)",0.2924017738212867,3.162277660168379e-07,classic,4,montecarlo,local,0.4989795918367347,0.058319696547688,0.6093537414965984,40.63265306122449
0.75,10,"(28, 28)",0.2924017738212867,3.162277660168379e-07,logarithmic,4,montecarlo,local,0.4892857142857143,0.04937130776899161,0.6093537414965984,46.99489795918366
0.75,10,"(28, 28)",0.2924017738212867,5.62341325190349e-07,exponential,4,montecarlo,local,0.5221938775510205,0.05536419592047615,0.6093537414965984,36.51020408163265
0.75,10,"(28, 28)",0.2924017738212867,5.62341325190349e-07,classic,4,montecarlo,local,0.5040816326530612,0.05060031129884669,0.6093537414965984,36.30102040816328
0.75,10,"(28, 28)",0.2924017738212867,5.62341325190349e-07,logarithmic,4,montecarlo,local,0.5247448979591838,0.045663265306122455,0.6093537414965984,27.709183673469383
0.75,10,"(28, 28)",0.2924017738212867,1e-06,exponential,4,montecarlo,local,0.4936224489795918,0.03926003003502018,0.6093537414965984,48.41326530612244
0.75,10,"(28, 28)",0.2924017738212867,1e-06,classic,4,montecarlo,local,0.5002551020408162,0.04229542600831076,0.6093537414965984,32.26530612244899
0.75,10,"(28, 28)",0.2924017738212867,1e-06,logarithmic,4,montecarlo,local,0.48392857142857143,0.06111863723592019,0.6093537414965984,46.17346938775509
0.75,10,"(28, 28)",0.2924017738212867,1.778279410038923e-06,exponential,4,montecarlo,local,0.4908163265306122,0.07243460622008695,0.6093537414965984,39.39285714285714
0.75,10,"(28, 28)",0.2924017738212867,1.778279410038923e-06,classic,4,montecarlo,local,0.5094387755102041,0.04949308320662386,0.6093537414965984,45.78571428571428
0.75,10,"(28, 28)",0.2924017738212867,1.778279410038923e-06,logarithmic,4,montecarlo,local,0.4926020408163265,0.03859467094784821,0.6093537414965984,43.93877551020407
0.75,10,"(28, 28)",0.2924017738212867,3.162277660168379e-06,exponential,4,montecarlo,local,0.5283163265306123,0.04304275283283556,0.6093537414965984,36.53571428571428
0.75,10,"(28, 28)",0.2924017738212867,3.162277660168379e-06,classic,4,montecarlo,local,0.500765306122449,0.041964867249863015,0.6093537414965984,48.18367346938774
0.75,10,"(28, 28)",0.2924017738212867,3.162277660168379e-06,logarithmic,4,montecarlo,local,0.5198979591836734,0.03347187646297291,0.6093537414965984,49.86224489795919
0.75,10,"(28, 28)",0.2924017738212867,5.623413251903491e-06,exponential,4,montecarlo,local,0.5114795918367347,0.062333180117870056,0.6093537414965984,58.377551020408156
0.75,10,"(28, 28)",0.2924017738212867,5.623413251903491e-06,classic,4,montecarlo,local,0.5122448979591836,0.030862075785380846,0.6093537414965984,44.678571428571416
0.75,10,"(28, 28)",0.2924017738212867,5.623413251903491e-06,logarithmic,4,montecarlo,local,0.5183673469387755,0.0510688545499071,0.6093537414965984,45.515306122448976
0.75,10,"(28, 28)",0.2924017738212867,1e-05,exponential,4,montecarlo,local,0.5323979591836735,0.056435236901971005,0.6093537414965984,37.81122448979592
0.75,10,"(28, 28)",0.2924017738212867,1e-05,classic,4,montecarlo,local,0.5400510204081632,0.045104031953462596,0.6093537414965984,35.265306122448976
0.75,10,"(28, 28)",0.2924017738212867,1e-05,logarithmic,4,montecarlo,local,0.508673469387755,0.06395077956845857,0.6093537414965984,47.86224489795919
0.75,10,"(28, 28)",0.2924017738212867,1.778279410038923e-05,exponential,4,montecarlo,local,0.48188775510204074,0.04756746781329752,0.6093537414965984,44.84693877551021
0.75,10,"(28, 28)",0.2924017738212867,1.778279410038923e-05,classic,4,montecarlo,local,0.5112244897959183,0.040819515181570634,0.6093537414965984,48.051020408163254
0.75,10,"(28, 28)",0.2924017738212867,1.778279410038923e-05,logarithmic,4,montecarlo,local,0.4915816326530612,0.11225098545644645,0.6093537414965984,37.98469387755101
0.75,10,"(28, 28)",0.2924017738212867,3.1622776601683795e-05,exponential,4,montecarlo,local,0.5114795918367346,0.04022612184638856,0.6093537414965984,46.49489795918366
0.75,10,"(28, 28)",0.2924017738212867,3.1622776601683795e-05,classic,4,montecarlo,local,0.5168367346938776,0.026318817094957002,0.6093537414965984,51.25
0.75,10,"(28, 28)",0.2924017738212867,3.1622776601683795e-05,logarithmic,4,montecarlo,local,0.5040816326530612,0.034000422615400275,0.6093537414965984,56.35204081632652
